AP_ANY_Shannon,AP_HEAD_FINAL_Shannon,AP_HEAD_INITIAL_Shannon,AP_HEAD_MEDIAL_Shannon,VP_ANY_Shannon,VP_HEAD_FINAL_Shannon,disagreement_senti4sd_senticr,disagreement_sentise_senti4sd,disagreement_sentise_senticr,disagreement_truth_senti4sd,disagreement_truth_senticr,disagreement_truth_sentise,shannon,shannon_polar_domain,shannon_polar_overall,truth
2.1972245773362196,0,0.6931471805599453,0,2.3046193848206715,0.0,1,0,1,0,1,0,3.8439570092935913,0.0,2.4410152780267023,p
0.6931471805599453,0,0.6931471805599453,0,0.0,0.0,0,0,0,0,0,0,2.0794415416798357,0.0,0.6931471805599453,p
0.0,0,0.0,0,2.3693821196946767,1.3862943611198906,1,0,1,1,0,1,3.3436475627942848,0.0,2.0431918705451206,n
0.6931471805599453,0,0.0,0,0.6931471805599453,0.0,0,0,0,0,0,0,2.3025850929940455,0.0,1.0986122886681096,p
0.0,0,0.0,0,1.6094379124341005,0.0,0,1,1,0,0,1,2.582306344313967,0.0,1.3296613488547582,n
0.0,0,0.0,0,1.7917594692280547,0.6931471805599453,0,0,0,0,0,0,3.092193481947557,0.0,1.0986122886681096,n
0.6931471805599453,0,0.0,0,0.0,0.6931471805599453,0,0,0,0,0,0,2.615630577027551,0.0,1.6094379124341005,p
1.3862943611198906,0,0.0,0,0.0,0.0,0,0,0,0,0,0,2.3978952727983707,0.0,1.3862943611198906,p
2.351673301904631,0,1.0986122886681096,0,2.094729047527649,0.6931471805599453,1,1,1,1,0,1,3.949721576723794,0.0,2.912494403331052,n
0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,2.4849066497880012,0.0,1.0986122886681096,p
0.0,0,0.0,0,0.6931471805599453,0.0,0,0,0,0,0,0,1.3862943611198906,0.0,0.6931471805599453,p
0.0,0,0.0,0,1.6094379124341005,0.0,1,1,1,0,1,1,2.736339051105066,0.0,1.0986122886681096,n
0.0,0,0.0,0,0.0,0.0,0,1,1,0,0,1,1.6094379124341005,0.0,1.0986122886681096,p
1.0986122886681096,0,0.0,0,0.0,0.0,0,0,0,0,0,0,2.5400363038209806,0.0,0.6931471805599453,p
0.0,0,0.0,0,0.0,0.0,0,1,1,0,0,1,2.0431918705451206,0.0,1.0397207708399179,p
0.0,0,0.0,0,0.0,0.6931471805599453,0,0,0,0,0,0,2.1972245773362196,0.0,0.6931471805599453,n
1.945910149055313,0,0.0,0,2.1639556568820564,0.6931471805599453,0,0,0,0,0,0,3.567761227206577,0.0,1.945910149055313,n
0.0,0,0.6931471805599453,0,1.0986122886681096,0.0,0,0,0,0,0,0,2.5649493574615376,0.0,1.0986122886681096,n
1.0986122886681096,0,0.0,0,0.0,0.0,1,0,1,0,1,0,2.772588722239781,0.0,1.0986122886681096,p
1.0986122886681096,0,0.0,0,0.6931471805599453,0.0,0,0,0,0,0,0,2.1639556568820564,0.0,0.6931471805599453,p
0.0,0,0.0,0,0.6931471805599453,0.0,0,1,1,0,0,1,2.0794415416798357,0.0,1.3862943611198906,p
0.6931471805599453,0,0.0,0,0.0,0.0,0,0,0,0,0,0,1.7917594692280547,0.0,0.6931471805599453,p
0.0,0,0.0,0,0.6931471805599453,0.0,0,0,0,0,0,0,2.458311329683084,0.0,1.3862943611198906,p
0.0,0,0.0,0,1.0986122886681096,0.0,0,0,0,0,0,0,2.685945324669788,0.0,0.6931471805599453,p
0.0,0,0.0,0,1.6094379124341005,0.0,0,1,1,0,0,1,2.912494403331052,0.0,0.6931471805599453,n
1.3862943611198906,0,1.0986122886681096,0,2.685945324669788,2.3114234446919735,0,0,0,0,0,0,3.937662774985556,0.0,2.70805020110221,n
1.0986122886681096,0,0.0,0,0.0,0.0,0,0,0,0,0,0,1.6094379124341005,0.0,1.0986122886681096,p
0.6931471805599453,0,0.6931471805599453,0,0.0,0.0,0,0,0,0,0,0,1.6094379124341005,0.0,0.6931471805599453,p
2.2718685126965625,0,0.6931471805599453,0,2.867440499124446,2.615630577027551,0,1,1,1,1,0,4.073508013113489,0.0,2.5798439652180236,o
0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,2.1972245773362196,0.0,1.0986122886681096,p
0.0,0,0.0,0,0.6931471805599453,0.0,1,1,1,0,1,1,2.3978952727983707,0.0,0.6931471805599453,n
0.6931471805599453,0,0.0,0,1.0986122886681096,0.6931471805599453,0,0,0,0,0,0,2.685945324669788,0.0,1.3862943611198906,n
2.0431918705451206,0,0.0,0,2.3978952727983707,0.6931471805599453,0,1,1,1,1,0,3.9302994152096113,0.6931471805599453,2.9915014685753505,o
0.0,0,0.6931471805599453,0,0.0,0.0,0,1,1,0,0,1,1.8891591637540217,0.0,0.6365141682948128,n
0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,1.7478680974667573,0.0,0.0,p
0.0,0,0.0,0,0.0,0.0,1,1,1,0,1,1,2.0794415416798357,0.0,0.6931471805599453,n
2.871476118054867,0,1.0986122886681096,0,3.233183484380926,2.2718685126965625,1,1,1,0,1,1,4.3979422489398905,0.0,3.404040433929114,n
1.3862943611198906,0,0.0,0,0.6931471805599453,0.0,1,1,0,0,1,1,3.205843029051154,0.0,1.9061547465398496,p
0.6931471805599453,0,0.0,0,1.3862943611198906,0.0,0,0,0,0,0,0,2.7555497906641793,0.0,1.5498260458782016,n
0.6365141682948128,0,0.0,0,2.4260151319598084,0.6931471805599453,0,0,0,0,0,0,3.7530628214524513,0.0,2.458311329683084,p
0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,2.1639556568820564,0.0,0.6931471805599453,p
0.0,0,0.0,0,0.6931471805599453,0.0,0,0,0,0,0,0,1.559581156259877,0.0,0.6931471805599453,p
1.6094379124341005,0,0.0,0,1.7917594692280547,0.6931471805599453,0,0,0,0,0,0,3.6397750357948873,0.0,2.0794415416798357,p
0.0,0,0.0,0,2.1639556568820564,1.7478680974667573,0,0,0,0,0,0,3.1496210766194728,0.0,1.6769877743224173,p
0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,2.1972245773362196,0.0,0.6931471805599453,p
1.3862943611198906,0,0.0,0,1.0986122886681096,0.0,0,0,0,0,0,0,2.936427216825098,0.0,1.9061547465398496,p
0.0,0,0.0,0,0.6931471805599453,0.0,0,0,0,0,0,0,1.3321790402101223,0.0,0.6931471805599453,p
0.0,0,0.0,0,0.6931471805599453,0.0,0,0,0,0,0,0,2.1972245773362196,0.0,0.0,p
0.6931471805599453,0,0.0,0,0.0,0.0,0,0,0,0,0,0,1.945910149055313,0.0,0.6931471805599453,p
0.6931471805599453,0,0.0,0,1.0986122886681096,0.6931471805599453,0,1,1,0,0,1,2.9444389791664403,0.0,1.3862943611198906,n
1.0986122886681096,0,0.0,0,1.0986122886681096,1.3862943611198906,1,1,1,1,0,1,2.70805020110221,0.0,0.6931471805599453,p
0.0,0,0.0,0,0.0,0.0,0,1,1,0,0,1,1.4270610433807247,0.0,0.0,p
